SubjID,Subj,List,Run,Confederate,Question,TrialNum,Onset,Condition,Tag,ItemNum,Response,RT
EEG_03032016a,1,1,1,1,1,45,573.7988689,Critical,3,55,0,1.150069193
EEG_03032016a,1,1,1,1,1,38,481.9830354,Critical,3,59,0,0.998534233
EEG_03032016a,1,1,1,1,1,1,0.138235369,Critical,3,63,1,1.11115008
EEG_03032016a,1,1,1,1,1,68,871.8591192,Critical,3,67,0,0.704866582
EEG_03032016a,1,1,1,1,1,25,312.8578985,Critical,3,71,0,0.677580007
EEG_03032016a,1,1,1,1,1,70,899.5779996,Critical,3,75,0,1.232320358
EEG_03032016a,1,1,1,1,1,14,169.8162867,Critical,3,79,0,0.983468239
EEG_03032016a,1,1,1,1,1,50,639.9547329,Critical,3,83,0,1.215294918
EEG_03032016a,1,1,1,1,1,67,857.4820107,Critical,3,87,0,1.466298894
EEG_03032016a,1,1,1,1,1,42,531.7264069,Critical,3,91,0,1.440594614
EEG_03032016a,1,1,1,1,1,22,276.4798265,Critical,3,95,0,0.563012887
EEG_03032016a,1,1,1,1,1,23,290.3392678,Critical,3,99,0,1.336055515
EEG_03032016a,1,3,3,0,1,74,948.571375,Critical,3,1,1,0.678624184
EEG_03032016a,1,3,3,0,1,18,221.5980639,Critical,3,5,0,0.550447764
EEG_03032016a,1,3,3,0,1,20,245.6814787,Critical,3,9,1,1.51977934
EEG_03032016a,1,3,3,0,1,14,169.7840137,Critical,3,13,1,0.369901586
EEG_03032016a,1,3,3,0,1,23,284.0831824,Critical,3,17,1,0.502022977
EEG_03032016a,1,3,3,0,1,5,51.89645079,Critical,3,21,0,1.573191105
EEG_03032016a,1,3,3,0,1,2,15.00070934,Critical,3,25,1,0.601297943
EEG_03032016a,1,3,3,0,1,34,420.3715562,Critical,3,29,1,0.475811508
EEG_03032016a,1,3,3,0,1,31,382.4404647,Critical,3,33,1,0.569607131
EEG_03032016a,1,3,3,0,1,41,513.7050912,Critical,3,37,1,0.542707801
EEG_03032016a,1,3,3,0,1,49,617.2861383,Critical,3,41,1,0.839550876
EEG_03032016a,1,3,3,0,1,26,324.0614162,Critical,3,45,1,1.070000869
EEG_03032016a,1,3,3,0,1,65,827.0365851,Critical,3,49,1,0.618294073
EEG_03032016a,1,3,3,0,1,6,65.732357,Critical,3,53,0,0.54294308
EEG_03032016a,1,3,3,0,1,52,656.7702356,Critical,3,57,1,0.787223547
EEG_03032016a,1,3,3,0,1,7,79.05059585,Critical,3,61,1,0.584375873
EEG_03032016a,1,3,3,0,1,60,760.8689585,Critical,3,65,1,1.041887075
EEG_03032016a,1,3,3,0,1,67,852.1435806,Critical,3,69,1,0.327635146
EEG_03032016a,1,3,3,0,1,13,156.9834429,Critical,3,73,1,1.231743626
EEG_03032016a,1,3,3,0,1,38,475.2798626,Critical,3,77,1,0.569955516
EEG_03032016a,1,3,3,0,1,47,590.0849363,Critical,3,81,0,1.753953041
EEG_03032016a,1,3,3,0,1,63,800.3765826,Critical,3,85,1,0.40118451
EEG_03032016a,1,3,3,0,1,17,208.2562945,Critical,3,89,0,0.985017025
EEG_03032016a,1,3,3,0,1,36,448.5963276,Critical,3,93,1,0.357962494
EEG_03032016a,1,3,3,0,1,55,694.7013235,Critical,3,97,1,0.462981438
EEG_03032016a,1,1,1,1,1,31,393.8732576,Control,1,1,1,0.697205306
EEG_03032016a,1,1,1,1,1,53,680.9918708,Control,1,5,1,1.949989113
EEG_03032016a,1,1,1,1,1,66,845.5991354,Control,1,9,1,0.851677053
EEG_03032016a,1,1,1,1,1,72,925.2026857,Control,1,13,1,0.211349913
EEG_03032016a,1,1,1,1,1,58,742.0093866,Control,1,17,1,0.599780552
EEG_03032016a,1,1,1,1,1,4,40.66940559,Control,1,21,1,0.624656093
EEG_03032016a,1,1,1,1,1,61,780.466837,Control,1,25,1,0.451811172
EEG_03032016a,1,1,1,1,1,49,624.5422884,Control,1,29,1,0.126123172
EEG_03032016a,1,1,1,1,1,30,381.5668286,Control,1,33,1,0.579556509
EEG_03032016a,1,1,1,1,1,29,369.2839279,Control,1,37,1,0.534088138
EEG_03032016a,1,1,1,1,1,52,667.1324051,Control,1,41,1,0.624333943
EEG_03032016a,1,1,1,1,1,56,718.9464643,Control,1,45,1,0.491655357
EEG_03032016a,1,1,1,1,1,7,79.09462981,Control,1,49,1,0.706933919
EEG_03032016a,1,1,1,1,1,15,182.6403847,Control,1,53,1,0.569640066
EEG_03032016a,1,1,1,1,1,75,966.7221502,Control,1,57,1,1.118869318
EEG_03032016a,1,1,1,1,1,9,103.68396,Control,1,61,1,0.221720054
EEG_03032016a,1,1,1,1,1,60,767.6427398,Control,1,65,1,0.748119987
EEG_03032016a,1,1,1,1,1,8,90.34219016,Control,1,69,1,0.789215306
EEG_03032016a,1,1,1,1,1,63,808.1621862,Control,1,73,1,0.484029804
EEG_03032016a,1,1,1,1,1,18,222.1244827,Control,1,77,1,0.513471701
EEG_03032016a,1,1,1,1,1,12,145.7446391,Control,1,81,1,0.581233369
EEG_03032016a,1,1,1,1,1,47,597.8705171,Control,1,85,1,0.729932608
EEG_03032016a,1,1,1,1,1,54,693.2982671,Control,1,89,1,0.495834332
EEG_03032016a,1,1,1,1,1,36,454.8053645,Control,1,93,1,0.556467349
EEG_03032016a,1,1,1,1,1,10,118.5552025,Control,1,97,1,0.805651555
EEG_03032016a,1,3,3,0,1,30,372.2047186,Control,1,3,1,0.492340734
EEG_03032016a,1,3,3,0,1,28,348.6507354,Control,1,7,1,0.759964415
EEG_03032016a,1,3,3,0,1,46,577.7785118,Control,1,11,1,0.748762814
EEG_03032016a,1,3,3,0,1,9,104.698785,Control,1,15,1,0.423754351
EEG_03032016a,1,3,3,0,1,29,360.9571615,Control,1,19,1,0.424005404
EEG_03032016a,1,3,3,0,1,21,257.4467044,Control,1,23,1,1.256238566
EEG_03032016a,1,3,3,0,1,71,906.9930689,Control,1,27,1,0.877648003
EEG_03032016a,1,3,3,0,1,44,553.1891844,Control,1,31,1,1.166927522
EEG_03032016a,1,3,3,0,1,72,920.3348291,Control,1,35,1,0.446730989
EEG_03032016a,1,3,3,0,1,15,183.1257782,Control,1,39,1,0.735269874
EEG_03032016a,1,3,3,0,1,51,644.4638091,Control,1,43,1,0.782350373
EEG_03032016a,1,3,3,0,1,75,959.3012636,Control,1,47,1,0.599057831
EEG_03032016a,1,3,3,0,1,70,893.6748294,Control,1,51,1,0.52387047
EEG_03032016a,1,3,3,0,1,19,233.9044964,Control,1,55,1,0.693199165
EEG_03032016a,1,3,3,0,1,10,118.0170205,Control,1,59,1,0.665636749
EEG_03032016a,1,3,3,0,1,50,631.1455757,Control,1,63,1,0.512806029
EEG_03032016a,1,3,3,0,1,56,708.5607649,Control,1,67,1,1.01365649
EEG_03032016a,1,3,3,0,1,24,295.8719317,Control,1,71,1,0.553797779
EEG_03032016a,1,3,3,0,1,3,27.82480306,Control,1,75,1,0.470554984
EEG_03032016a,1,3,3,0,1,33,407.5474546,Control,1,79,1,0.384463704
EEG_03032016a,1,3,3,0,1,48,602.3913596,Control,1,83,1,0.394990403
EEG_03032016a,1,3,3,0,1,43,538.8120788,Control,1,87,1,1.708869183
EEG_03032016a,1,3,3,0,1,66,838.307676,Control,1,91,1,0.686191391
EEG_03032016a,1,3,3,0,1,11,131.3587878,Control,1,95,1,0.838103422
EEG_03032016a,1,3,3,0,1,39,489.6569777,Control,1,99,1,0.559004502
EEG_03032016b,2,4,4,0,1,38,486.1598723,SemAnom,2,3,0,0.654874224
EEG_03032016b,2,4,4,0,1,43,547.6449356,SemAnom,2,7,0,0.760546157
EEG_03032016b,2,4,4,0,1,74,947.9685143,SemAnom,2,11,0,0.601284286
EEG_03032016b,2,4,4,0,1,45,572.775462,SemAnom,2,15,0,0.366274722
EEG_03032016b,2,4,4,0,1,28,353.3304719,SemAnom,2,19,0,0.635392914
EEG_03032016b,2,4,4,0,1,32,406.1563267,SemAnom,2,23,0,0.496592118
EEG_03032016b,2,4,4,0,1,61,778.7963326,SemAnom,2,27,0,1.684413413
EEG_03032016b,2,4,4,0,1,22,272.3151302,SemAnom,2,31,0,0.629085208
EEG_03032016b,2,4,4,0,1,47,599.9531426,SemAnom,2,35,1,0.961449295
EEG_03032016b,2,4,4,0,1,68,870.0356648,SemAnom,2,39,0,0.697035924
EEG_03032016b,2,4,4,0,1,42,535.3620461,SemAnom,2,43,0,0.725356469
EEG_03032016b,2,4,4,0,1,2,13.93902158,SemAnom,2,47,0,0.559959324
EEG_03032016b,2,4,4,0,1,29,364.6015563,SemAnom,2,51,0,0.653727708
EEG_03032016b,2,4,4,0,1,37,474.3946421,SemAnom,2,55,0,0.387446567
EEG_03032016b,2,4,4,0,1,46,586.6113735,SemAnom,2,59,0,0.33656376
EEG_03032016b,2,4,4,0,1,30,377.9433229,SemAnom,2,63,0,0.623736002
EEG_03032016b,2,4,4,0,1,17,205.653355,SemAnom,2,67,0,0.664951035
EEG_03032016b,2,4,4,0,1,4,36.44589093,SemAnom,2,71,0,0.734268713
EEG_03032016b,2,4,4,0,1,36,462.0882206,SemAnom,2,75,0,0.728864299
EEG_03032016b,2,4,4,0,1,35,449.2641186,SemAnom,2,79,0,1.339431563
EEG_03032016b,2,4,4,0,1,31,391.2851206,SemAnom,2,83,0,1.976264725
EEG_03032016b,2,4,4,0,1,23,285.6333627,SemAnom,2,87,0,0.603786667
EEG_03032016b,2,4,4,0,1,50,640.9549388,SemAnom,2,91,1,0.345683813
EEG_03032016b,2,4,4,0,1,72,921.2849823,SemAnom,2,95,0,0.435854931
EEG_03032016b,2,4,4,0,1,12,140.5210711,SemAnom,2,99,0,1.484858922
EEG_03032016b,2,2,2,1,1,71,912.2008347,SemAnom,2,1,0,0.453548693
EEG_03032016b,2,2,2,1,1,28,353.3879006,SemAnom,2,5,0,0.470977669
EEG_03032016b,2,2,2,1,1,22,276.0080036,SemAnom,2,9,0,0.665372333
EEG_03032016b,2,2,2,1,1,2,12.92582073,SemAnom,2,13,0,0.638563968
EEG_03032016b,2,2,2,1,1,36,454.9217871,SemAnom,2,17,1,1.044326184
EEG_03032016b,2,2,2,1,1,46,583.539241,SemAnom,2,21,0,0.466521869
EEG_03032016b,2,2,2,1,1,16,199.604635,SemAnom,2,25,0,0.714955907
EEG_03032016b,2,2,2,1,1,64,821.902727,SemAnom,2,29,0,0.268482543
EEG_03032016b,2,2,2,1,1,4,40.64468426,SemAnom,2,33,0,1.555347407
EEG_03032016b,2,2,2,1,1,42,530.1957036,SemAnom,2,37,0,1.267081148
EEG_03032016b,2,2,2,1,1,54,689.6851108,SemAnom,2,41,0,0.711400799
EEG_03032016b,2,2,2,1,1,74,950.0966285,SemAnom,2,45,0,0.561415479
EEG_03032016b,2,2,2,1,1,15,188.3453152,SemAnom,2,49,0,1.115692183
EEG_03032016b,2,2,2,1,1,31,392.3778493,SemAnom,2,53,1,0.812917249
EEG_03032016b,2,2,2,1,1,66,848.6803792,SemAnom,2,57,0,1.10670055
EEG_03032016b,2,2,2,1,1,27,338.4931112,SemAnom,2,61,0,1.14583829
EEG_03032016b,2,2,2,1,1,17,212.428724,SemAnom,2,65,0,0.514501851
EEG_03032016b,2,2,2,1,1,39,493.3470212,SemAnom,2,69,0,0.649525108
EEG_03032016b,2,2,2,1,1,21,263.1839088,SemAnom,2,73,0,0.607055936
EEG_03032016b,2,2,2,1,1,52,661.9662382,SemAnom,2,77,1,0.552935976
EEG_03032016b,2,2,2,1,1,41,517.9128118,SemAnom,2,81,0,0.735520753
EEG_03032016b,2,2,2,1,1,60,766.5473312,SemAnom,2,85,0,0.778464137
EEG_03032016b,2,2,2,1,1,14,175.0270876,SemAnom,2,89,0,0.46296788
EEG_03032016b,2,2,2,1,1,3,26.26757244,SemAnom,2,93,0,1.061431704
EEG_03032016b,2,2,2,1,1,25,311.3389751,SemAnom,2,97,0,1.80742762
EEG_03032016b,2,4,4,0,1,71,910.5315674,Critical,3,4,1,0.951489556
EEG_03032016b,2,4,4,0,1,59,754.7011574,Critical,3,8,1,0.60266929
EEG_03032016b,2,4,4,0,1,1,0.103150179,Critical,3,12,1,0.583465109
EEG_03032016b,2,4,4,0,1,75,960.2749404,Critical,3,16,1,0.604207598
EEG_03032016b,2,4,4,0,1,58,742.935921,Critical,3,20,1,0.770071873
EEG_03032016b,2,4,4,0,1,69,882.8362178,Critical,3,24,1,0.789369997
EEG_03032016b,2,4,4,0,1,56,718.3701324,Critical,3,28,0,0.812884278
EEG_03032016b,2,4,4,0,1,52,667.591418,Critical,3,32,1,0.800727903
EEG_03032016b,2,4,4,0,1,51,654.7908494,Critical,3,36,1,0.840912744
EEG_03032016b,2,4,4,0,1,73,935.144415,Critical,3,40,1,0.315513304
EEG_03032016b,2,4,4,0,1,70,896.6956648,Critical,3,44,1,0.665031043
EEG_03032016b,2,4,4,0,1,9,104.6841999,Critical,3,48,1,0.447648725
EEG_03032016b,2,4,4,0,1,60,765.9722356,Critical,3,52,1,0.354580861
EEG_03032016b,2,4,4,0,1,48,614.8479051,Critical,3,56,1,0.639572293
EEG_03032016b,2,4,4,0,1,25,312.8345616,Critical,3,60,1,0.728241162
EEG_03032016b,2,4,4,0,1,16,193.3469342,Critical,3,64,1,0.770198161
EEG_03032016b,2,4,4,0,1,13,152.8274966,Critical,3,68,1,0.661135518
EEG_03032016b,2,4,4,0,1,49,629.2014833,Critical,3,72,1,0.805816754
EEG_03032016b,2,4,4,0,1,53,680.41552,Critical,3,76,1,0.904273802
EEG_03032016b,2,4,4,0,1,27,339.9887027,Critical,3,80,1,0.642609053
EEG_03032016b,2,4,4,0,1,63,804.926899,Critical,3,84,0,0.90408993
EEG_03032016b,2,4,4,0,1,19,233.3722303,Critical,3,88,1,0.789505463
EEG_03032016b,2,4,4,0,1,26,325.117465,Critical,3,92,1,0.624728703
EEG_03032016b,2,4,4,0,1,6,63.62355964,Critical,3,96,1,0.627958515
EEG_03032016b,2,4,4,0,1,14,167.6987458,Critical,3,100,1,0.780892233
EEG_03032016b,2,2,2,1,1,1,0.101745969,Critical,3,2,1,1.164381341
EEG_03032016b,2,2,2,1,1,33,419.0378498,Critical,3,6,1,0.361311305
EEG_03032016b,2,2,2,1,1,67,860.9867989,Critical,3,10,0,0.855760703
EEG_03032016b,2,2,2,1,1,10,119.1187243,Critical,3,14,0,0.730721007
EEG_03032016b,2,2,2,1,1,9,105.2592899,Critical,3,18,0,0.825984148
EEG_03032016b,2,2,2,1,1,12,148.9082742,Critical,3,22,0,0.719846513
EEG_03032016b,2,2,2,1,1,72,922.9189528,Critical,3,26,1,1.756456321
EEG_03032016b,2,2,2,1,1,11,135.5665112,Critical,3,30,0,0.731992887
EEG_03032016b,2,2,2,1,1,43,542.5021321,Critical,3,34,1,1.318246819
EEG_03032016b,2,2,2,1,1,29,365.6943187,Critical,3,38,0,0.969214515
EEG_03032016b,2,2,2,1,1,57,730.1810158,Critical,3,42,0,1.134269366
EEG_03032016b,2,2,2,1,1,13,162.7441827,Critical,3,46,0,0.837547192
EEG_03032016b,2,2,2,1,1,8,92.43519848,Critical,3,50,0,0.829885
EEG_03032016b,2,2,2,1,1,32,405.7196122,Critical,3,54,0,0.550704508
EEG_03032016b,2,2,2,1,1,24,300.0678883,Critical,3,58,1,1.658667203
EEG_03032016b,2,2,2,1,1,69,885.5525933,Critical,3,62,0,0.613408465
EEG_03032016b,2,2,2,1,1,47,597.375146,Critical,3,66,1,1.926372788
EEG_03032016b,2,2,2,1,1,70,899.4002643,Critical,3,70,0,0.900290106
EEG_03032016b,2,2,2,1,1,7,79.61110264,Critical,3,74,1,0.630608966
EEG_03032016b,2,2,2,1,1,37,466.687015,Critical,3,78,0,1.762716312
EEG_03032016b,2,2,2,1,1,53,676.343349,Critical,3,82,0,0.65095788
EEG_03032016b,2,2,2,1,1,38,481.5582634,Critical,3,86,0,0.62398591
EEG_03032016b,2,2,2,1,1,5,52.95109739,Critical,3,90,0,0.509444835
EEG_03032016b,2,2,2,1,1,26,325.1748795,Critical,3,94,0,0.808292015
EEG_03032016b,2,2,2,1,1,63,807.5256139,Critical,3,98,0,0.911326656
EEG_03032016b,2,4,4,0,1,62,792.138096,Control,1,2,1,1.18353294
EEG_03032016b,2,4,4,0,1,54,693.2396151,Control,1,6,1,1.355606097
EEG_03032016b,2,4,4,0,1,67,857.7527593,Control,1,10,1,0.313723458
EEG_03032016b,2,4,4,0,1,65,829.0220866,Control,1,14,1,0.415754123
EEG_03032016b,2,4,4,0,1,34,435.9223497,Control,1,18,1,0.643539902
EEG_03032016b,2,4,4,0,1,21,258.4792253,Control,1,22,1,0.747091963
EEG_03032016b,2,4,4,0,1,40,508.678509,Control,1,26,1,1.426915859
EEG_03032016b,2,4,4,0,1,44,559.4336985,Control,1,30,1,0.698452345
EEG_03032016b,2,4,4,0,1,7,76.9653313,Control,1,34,1,0.741967435
EEG_03032016b,2,4,4,0,1,55,705.0283607,Control,1,38,1,0.701563911
EEG_03032016b,2,4,4,0,1,57,731.1706983,Control,1,42,1,0.423216948
EEG_03032016b,2,4,4,0,1,41,523.0556167,Control,1,46,1,0.624412285
EEG_03032016b,2,4,4,0,1,64,816.1979902,Control,1,50,1,1.231725584
EEG_03032016b,2,4,4,0,1,20,245.1374558,Control,1,54,1,0.855276548
EEG_03032016b,2,4,4,0,1,3,25.2101015,Control,1,58,1,0.715978045
EEG_03032016b,2,4,4,0,1,5,49.78765993,Control,1,62,1,0.641961113
EEG_03032016b,2,4,4,0,1,10,116.4729579,Control,1,66,1,0.736182717
EEG_03032016b,2,4,4,0,1,15,180.5228401,Control,1,70,1,0.964646752
EEG_03032016b,2,4,4,0,1,24,300.0104674,Control,1,74,1,0.723037567
EEG_03032016b,2,4,4,0,1,33,421.0275784,Control,1,78,1,0.865538819
EEG_03032016b,2,4,4,0,1,11,127.7205083,Control,1,82,1,0.543221824
EEG_03032016b,2,4,4,0,1,66,845.4698681,Control,1,86,1,0.516629197
EEG_03032016b,2,4,4,0,1,39,496.3720854,Control,1,90,1,0.620243899
EEG_03032016b,2,4,4,0,1,18,220.0304632,Control,1,94,1,0.602655898
EEG_03032016b,2,4,4,0,1,8,90.30709655,Control,1,98,1,0.460609083
EEG_03032016b,2,2,2,1,1,34,430.8266084,Control,1,4,1,0.631902705
EEG_03032016b,2,2,2,1,1,65,837.4092925,Control,1,8,1,0.741286969
EEG_03032016b,2,2,2,1,1,35,441.5800224,Control,1,12,1,1.113936725
EEG_03032016b,2,2,2,1,1,61,781.924483,Control,1,16,1,0.405461509
EEG_03032016b,2,2,2,1,1,23,287.7732247,Control,1,20,1,0.498278665
EEG_03032016b,2,2,2,1,1,62,793.6897109,Control,1,24,1,0.697334863
EEG_03032016b,2,2,2,1,1,19,237.0180434,Control,1,28,1,0.516768534
EEG_03032016b,2,2,2,1,1,20,249.8421382,Control,1,32,1,0.631324325
EEG_03032016b,2,2,2,1,1,58,741.9697734,Control,1,36,1,0.521188738
EEG_03032016b,2,2,2,1,1,51,648.6480044,Control,1,40,1,0.994822366
EEG_03032016b,2,2,2,1,1,49,621.4703296,Control,1,44,1,0.727324839
EEG_03032016b,2,2,2,1,1,59,754.7585766,Control,1,48,1,0.587764736
EEG_03032016b,2,2,2,1,1,45,570.7151433,Control,1,52,1,0.446861517
EEG_03032016b,2,2,2,1,1,55,703.5445466,Control,1,56,1,0.629511144
EEG_03032016b,2,2,2,1,1,56,717.898125,Control,1,60,1,0.922304093
EEG_03032016b,2,2,2,1,1,68,873.2697059,Control,1,64,1,1.084683185
EEG_03032016b,2,2,2,1,1,44,555.8203621,Control,1,68,1,0.358853737
EEG_03032016b,2,2,2,1,1,18,225.2528197,Control,1,72,1,0.781097443
EEG_03032016b,2,2,2,1,1,73,937.2960623,Control,1,76,1,0.539428673
EEG_03032016b,2,2,2,1,1,50,635.3062337,Control,1,80,1,0.42538806
EEG_03032016b,2,2,2,1,1,40,506.6652522,Control,1,84,1,0.52232169
EEG_03032016b,2,2,2,1,1,75,960.826512,Control,1,88,1,0.948721927
EEG_03032016b,2,2,2,1,1,6,64.71632965,Control,1,92,1,1.534084862
EEG_03032016b,2,2,2,1,1,30,379.0360791,Control,1,96,1,0.554998361
EEG_03032016b,2,2,2,1,1,48,608.6462313,Control,1,100,1,0.546770658
EEG_03032016c,3,1,1,0,1,47,602.5215147,SemAnom,2,2,0,1.191871836
EEG_03032016c,3,1,1,0,1,54,690.5959889,SemAnom,2,6,0,1.302825836
EEG_03032016c,3,1,1,0,1,64,824.4136664,SemAnom,2,10,0,1.317774008
EEG_03032016c,3,1,1,0,1,63,807.9894094,SemAnom,2,14,0,0.96070747
EEG_03032016c,3,1,1,0,1,18,225.6931582,SemAnom,2,18,0,0.29480731
EEG_03032016c,3,1,1,0,1,3,26.79032457,SemAnom,2,22,0,0.928675356
EEG_03032016c,3,1,1,0,1,26,330.8036586,SemAnom,2,26,0,0.056858025
EEG_03032016c,3,1,1,0,1,50,639.3584338,SemAnom,2,30,0,0.884648542
EEG_03032016c,3,1,1,0,1,45,576.3791862,SemAnom,2,34,0,0.064583071
EEG_03032016c,3,1,1,0,1,38,487.2576104,SemAnom,2,38,0,1.023040887
EEG_03032016c,3,1,1,0,1,51,652.7002066,SemAnom,2,42,0,1.335904996
EEG_03032016c,3,1,1,0,1,13,155.9253905,SemAnom,2,46,0,0.75251841
EEG_03032016c,3,1,1,0,1,53,677.7954322,SemAnom,2,50,0,1.516427064
EEG_03032016c,3,1,1,0,1,36,459.5387385,SemAnom,2,54,0,1.251230196
EEG_03032016c,3,1,1,0,1,60,769.5171276,SemAnom,2,58,0,1.274962238
EEG_03032016c,3,1,1,0,1,34,434.4082181,SemAnom,2,62,0,1.016326346
EEG_03032016c,3,1,1,0,1,32,410.830712,SemAnom,2,66,0,1.742716956
EEG_03032016c,3,1,1,0,1,68,875.6159263,SemAnom,2,70,0,0.844965733
EEG_03032016c,3,1,1,0,1,69,888.4164922,SemAnom,2,74,0,0.476125689
EEG_03032016c,3,1,1,0,1,55,702.3612176,SemAnom,2,78,0,0.559480546
